job_title,company,job_location,job_summary,today,job_salary,extracted_skills,yearly_salary
machine learning engineer,Samyak Infotech,"Ahmedabad, Gujarat","Designing and programming machine learning methods and integrating them into our ML framework / pipeline.,Knowledge of machine learning libraries Tensorflow,…",2022-07-26,Not Disclosed,"['machine learning', 'tensorflow']",
deep learning engineer (sips-ps),Sony India Software Centre Pvt Ltd,"Bengaluru, Karnataka","Bachelors or Master’s in Computer Science, Engineering, Mathematics or related.,3+ years of experience with ML libraries & frameworks, DNN model development,…",2022-07-26,Not Disclosed,[],
machine learning devops engineer,Conxai Technologies GmbH,"Bengaluru, Karnataka","We are building the first NO-CODE AI PLATFORM for the AEC industry, with the 3rd generation Explainable AI, that allows users to create complex use cases with…",2022-07-26,"₹15,00,000 - ₹24,00,000 a year",[],1950000.0
analyst-data operations,Nielsen,"Bengaluru, Karnataka","We provide clients with a comprehensive global database of compositions, writers and publishers - linking compositions to recordings at scale using machine…",2022-07-26,Not Disclosed,[],
cloud software engineer,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","Design, Develop, and Operate solutions for a cloud computing platform with bake in attributes of security, auditability and observability.",2022-07-26,Not Disclosed,[],
machine learning scientist,Wadhwani AI,"Temporarily Mumbai, Maharashtra","We are looking for ML Scientists with experience applying AI, machine learning, and data science to real-world problems.",2022-07-26,Not Disclosed,['machine learning'],
entry level software engineer,Auxia Inc,"Bengaluru, Karnataka","Our engineers bring creative ideas in systems development, data management, machine learning, privacy and security, distributed computing, UI design, and more.",2022-07-26,Not Disclosed,['machine learning'],
computer vision engineer,Ajna Lens,"Thane, Maharashtra","Ability to implement deep learning architectures in state-of-the-art deep learning research papers.,Experience in optimization of deep learning pipeline for…",2022-07-26,"₹70,000 - ₹90,000 a month",['deep learning'],960000.0
machine learning engineer- automation,Alpha Net Consulting,India,"Basic understanding of data analytics and/or machine learning algorithms (e.g., neural networks, tree-based methods, unsupervised learning, etc) and statistics.",2022-07-26,"₹10,00,000 - ₹25,00,000 a year","['machine learning', 'statistics']",1750000.0
software engineer,Wadhwani Institute for Artificial Intelligence,"New Delhi, Delhi","In order to apply machine learning and related technologies for social good, you will need to understand user challenges and their context and design and build…",2022-07-26,"₹15,00,000 - ₹30,00,000 a year",['machine learning'],2250000.0
associate - qr strats data analytics - apac,Morgan Stanley,"Mumbai, Maharashtra","The Quantitative Research (QR) group designs, builds and maintains the models which drive the equity trading engines at Morgan Stanley.",2022-07-26,Not Disclosed,[],
engineer i - verification,Microchip Technology,"Chennai, Tamil Nadu+2 locations",The Automotive Information Systems (AIS) group within Microchip develops connectivity products tailored to the automotive market.,2022-07-26,Not Disclosed,[],
machine learning engineer,Botways Tech,"Unknown, Pune, Maharashtra","Run machine learning tests and experiments.,Develop machine learning applications according to requirements.,Familiarity with machine learning frameworks (like…",2022-07-26,Not Disclosed,['machine learning'],
data analyst,Benchmark Digital Partners,"Bengaluru, Karnataka","Excellent pattern recognition, natural language processing (NLP), predictive and machine learning modelling.,Innovate with Benchmark Digital as a Data Analyst.",2022-07-26,Not Disclosed,"['machine learning', 'nlp']",
machine learning engineers,Inavan India Technologies,"Kochi, Kerala","Looking forexperienced people specifically in the field of computer vision, image processing & ML/DL architectures and algorithms.",2022-07-26,Not Disclosed,[],
machine learning engineer,Lucida Technologies Private Limited,"Bengaluru, Karnataka","Machine Learning & AI resources with 5 + relevant experience in Python, Azure, Jenkins.,Bangalore, Karnataka: Reliably commute or planning to relocate before…",2022-07-26,Not Disclosed,"['python', 'machine learning', 'azure']",
accounts receivable manager,GoKwik,"Gurgaon, Haryana","It leverages AI/ML technologies to solve hard-hitting problems like RTO to increase CoD conversion rates.,Set objectives for the accounts receivable team that…",2022-07-26,Not Disclosed,[],
software engineer - ui,Dell Technologies,"Bengaluru, Karnataka","Join our Future of IT (FOIT) team which is building products that enable flexible, cloud-based storage and advanced data management solutions.",2022-07-26,Not Disclosed,[],
senior machine learning engineer,Svastir Global Services Private Limited,"Temporarily New Delhi, Delhi","Understanding of *deep learning frameworks* (e.g. Tensorﬂow, PyTorch).,We are seeking team leader in ML OPS profile who will guide and mange the enterprise wide…",2022-07-26,"₹80,000 - ₹1,00,000 a month","['deep learning', 'pytorch']",1080000.0
software tester,Turbolab Technologies Private Limited,"Kochi, Kerala","We are looking for a Quality Assurance Engineer to write and execute manual and automated tests to ensure product quality.,Good knowledge of SQL and scripting.",2022-07-26,"₹4,00,000 - ₹6,00,000 a year",['sql'],500000.0
data analyst,Vodafone,"Pune, Maharashtra","The Business Intelligence Advisor supports in the delivery of Business Intelligence (BI) capabilities, which play a key role in strategic planning and allow the…",2022-07-26,Not Disclosed,[],
software development engineer - i,BEIING,Remote,"As an experienced member, you will participate in all aspects of the software development life cycle: scoping, design, coding, testing, implementation and…",2022-07-26,"₹9,00,000 - ₹12,00,000 a year",[],1050000.0
machine learning engineer,Wadhwani AI,"Mumbai, Maharashtra",An MLE will be responsible for building robust machine learning solutions to problems of societal importance; usually under the guidance of senior ML scientists…,2022-07-26,Not Disclosed,['machine learning'],
process associate-data analyst,Genpact,"Noida, Uttar Pradesh","Facility with one or more data analytical methods such as regression, decision trees, experimental designs, support vector machines, machine learning and text…",2022-07-26,Not Disclosed,['machine learning'],
subject matter expert (sme) -computer science (wfh),TutorBin,"Haryana, Haryana","Knowledge of Artificial Intelligence and Machine learning would be a plus.,Solving questions of the students from across the globe on the TutorBin board.",2022-07-26,"₹40,000 - ₹45,000 a month",['machine learning'],510000.0
analyst (writer),Mind Works Global,India,"What we offerFast-growth career in a high-learning environmentFlexibility to work from homeWork ScopeWrite data-driven reports, whitepapers and newsletters…",2022-07-26,Not Disclosed,[],
machine learning engineer,TAC Security,"Bengaluru, Karnataka",— Ensures software applications are built with quality while conforming to corporate and regulatory processes and practices by.,2022-07-26,Not Disclosed,[],
ai-ml engineer,Kizora,"Nagpur, Maharashtra","Research and development in Machine Learning & Deep Learning.,Exploring various AI-ML libraries.,AI-ML implementation and deployment using Python, notebook and…",2022-07-26,Not Disclosed,"['python', 'machine learning', 'deep learning']",
"machine learning engineer - data pre-processing, pipeline, s...",Zscaler,"Bengaluru, Karnataka","3+ years of prior work experience as a Software Engineer or ML platform engineer.,Very strong algorithm and programming skills in building out data collection…",2022-07-26,Not Disclosed,[],
senior technical support executive,Vymo,"Bengaluru, Karnataka","Provide technical assistance and support for incoming concerns and issues related to the VYMO App and it's usage.,Strong working knowledge of MS Office.",2022-07-26,Not Disclosed,[],
software engineer 2,Microsoft,"Hyderabad, Telangana+2 locations","We are looking for an individual with high standards of excellence to join our engineering team to build amazing experiences that are robust, fast and seamless.",2022-07-26,Not Disclosed,[],
data engineer,iMentus Technologies,"Indore, Madhya Pradesh","Work closely with the data science and business intelligence teams to develop data models and pipelines for research, reporting, and machine learning.",2022-07-26,"₹20,000 - ₹30,000 a month",['machine learning'],300000.0
lead machine learning engineer,Climate Connect,Remote,"Aptitude and experience in applied statistics and machine learning techniques.,Extensive experience with Python and SQL for software development, data analysis,…",2022-07-26,Not Disclosed,"['python', 'sql', 'machine learning', 'statistics', 'data analysis']",
